current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
5.234817159194825,1.256120827694576,6880.0,6880.0,0.02460162147050601,0.000774303127185533,1.0595098039215687,1.6744063324538259,1.9655778661978347,1.4415379766782226,0.1484313725490196,0.10343007915567282,0.24152949350081343,0.083865076707905,97.41040558535315,0.0015524135993651902,11.393465804019396,3.144441895099341,6.490937986889401
