current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
17.69438650464887,12.501435969579314,7033.0,7033.0,0.022577610536218252,0.013723582104448935,1.1030603972436157,2.771144140646664,1.8905833716123106,1.6932744939109203,0.08552898256992303,0.16679607342909408,0.13604334262433215,0.09613249972509341,94.89822580806016,0.0021586482939698875,426.59563335162784,20.637898859216232,30.195822474228187
