current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
27.475558190172062,20.49741482538566,6960.0,6960.0,0.019328117809479982,0.022247717863021897,1.1193125207572234,3.9628636052811532,1.8680364958089162,1.7482478961480263,0.1349219528395882,0.25024985534690414,0.20095056968684544,0.1038421555009239,94.10723127553207,0.0020825903243297905,669.5959837208951,25.84835812160881,47.97297301555773
