current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
5.313765845721281,0.6443037981096702,7211.0,7211.0,0.02281508739650414,0.00034923169028138097,1.0662824207492796,1.7162079510703363,1.9806306306306307,1.277975766215253,0.1299711815561959,0.04342507645259941,0.21519258357369675,0.03153850517945189,97.97369984112231,0.0013671101104774485,8.917057334237782,2.7235146277773303,5.958069643830951
