current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
5.773477333233727,1.9115913457626912,6937.0,6937.0,0.021221480522068348,0.00034440652493816337,1.0615691210404867,1.5482204362801377,1.9545499456575437,1.3941416388579904,0.1481015313614431,0.07864523536165335,0.23929805976488794,0.06739499101042501,97.00330774932806,0.0017201652394338166,11.735189252348396,3.1299736897765724,7.6850686789964175
