current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
11.824854652548945,5.854651206454565,7225.0,7225.0,0.022033243138770777,0.009271291483406637,1.0839881620573528,1.8413529081202584,1.9789116927132366,1.757395998245179,0.13368711092968666,0.12426243326777198,0.21726234641756115,0.11109920560692288,96.77915429507526,0.0017550343268760487,231.58487169934185,15.194404496586023,17.67950585900351
