current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
9.88514155374383,8.778891383476978,7060.0,7060.0,0.035292941411717654,0.017356341932422647,1.076825664837484,1.9367389165903464,2.6478831830654643,2.1782755661418287,0.17686787674124105,0.18072656965503198,0.373556583738865,0.18591673554511257,98.17932773443142,0.0013610834778150721,314.97596489228505,17.73992042618527,18.66403293722081
