current_top,current_bot,HV_top,HV_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,noiseGammaRate_err,current
25.854911040952626,22.977375108838658,7060.0,7060.0,0.03012168362258129,0.04252397123451858,1.1288063660477454,4.346750379100269,2.4799323244665854,2.098029255156374,0.1555437665782493,0.38966186916385137,0.30033711587509426,0.1726036413794627,96.8774975650406,0.0017637635929810068,890.8451872566734,29.836911572682443,48.83228614979129
